Income,Credit_Score,Repay_Loan
50356.45916507283,339.12200036548205,0
99449.70117847709,506.87758280576674,0
60175.66196335393,378.3440750303575,0
56968.098875493524,485.6389954864776,1
7377.389470906559,300.0,1
121912.86679597937,510.2904227556634,1
100535.8046457723,523.7043217954159,1
10295.750249997871,414.52294225405615,1
55729.292847322286,407.5135700302653,0
181653.17719333075,629.9943827850695,1
47912.378133394486,508.6941804332244,1
28978.97441824462,300.0,1
97890.5520555126,363.85274671382035,1
197130.09082212014,720.6610486474401,1
48411.05430230008,366.6988551434435,0
134427.10948117572,507.58024993450863,1
152323.92306574353,647.1492329694482,0
47527.50879847993,409.68306042323184,1
145643.26972237192,557.44182160054,1
73556.62654385064,370.2949891674476,1
126461.16611871589,605.2697719342405,1
126705.94215217893,592.4239549818775,1
107154.9368149517,508.35932180314046,1
18057.95401088166,446.91412778462325,0
167060.4991178476,569.915912256126,1
64156.01299434717,336.78051573321,0
37303.70207997085,333.092919967067,0
8155.028310952784,313.57489564057573,1
118178.58863764837,550.9575442346583,1
135512.87236845648,556.5515812655331,1
3317.56578557123,327.75845536200023,0
102418.6116598562,429.74485786828575,0
45299.15503958759,477.22418632357073,0
129034.55808188998,553.1400454602258,1
34873.28580099829,436.7843214972843,0
138187.5476204932,596.9386160236487,1
77347.06926010748,482.099331669442,1
187345.9977473469,708.8780323086261,1
27504.18882919865,381.87089125943623,0
68213.2702100517,474.989906012156,1
22694.704248117814,425.1385603041815,1
184938.72365571256,681.6687174935133,1
175467.8706761962,693.4759668077031,1
51588.32554303112,397.7925094288286,0
131996.8092068358,650.4006513406399,1
163444.44004024318,586.3053419569302,1
111040.16231989246,630.1367506144339,1
105930.1156712013,509.450754303742,0
48370.45818009034,310.8944102330978,1
18620.55356117984,344.92737201700703,1
179443.15159066534,618.0232037328378,1
180083.6114326661,710.6058358046556,1
126620.29145465359,514.0831441511637,1
67805.95820974013,408.8409104265935,0
69841.91492253217,326.31138598833246,0
145191.13577404787,563.2438923931512,1
179422.0519905154,513.4113443832935,0
177417.28485302345,559.8004002969035,1
155975.10917152476,657.5750977117074,1
128406.32923085755,603.9606679807649,1
16827.992999009766,359.18343970511745,0
32325.742818922754,306.6329170500927,0
179710.83770541585,656.558994042313,1
121285.81193191798,542.3554715184018,1
1839.4103233259295,300.0,0
20294.30857320642,430.7925152524419,1
132700.35382161115,618.0424450777625,1
1012.3167692437373,300.0,0
32161.61028349973,365.9363709066713,0
109746.75787331723,531.9964842234876,0
138379.03953853864,454.25398697161984,0
130392.2519005201,545.9538608498044,1
44853.861892111956,348.788668904356,0
142435.8442695072,524.7744879453195,1
47449.81749936001,378.03361742556274,1
65079.939631853544,538.0210708746785,0
149298.28102360482,637.0471337232302,1
129926.57980944293,525.5824202319181,0
169844.6820988356,674.0443310790407,1
131522.57846006867,647.0064831152974,1
113661.72066709433,582.8014623089547,1
18734.953565618496,341.04772932644744,1
73543.1606118867,408.270114561439,1
53040.47353634509,447.97434588950557,0
48797.928675816715,421.2049804769384,0
194602.11095048912,742.9158151026421,0
78619.54493335208,495.34939796762234,0
178409.31103542267,719.7917849900055,1
126227.72519945257,520.3413377052711,0
158962.26070832968,696.968165354719,1
100527.41862103842,512.9108135236208,1
115380.77692527183,655.2772062080595,1
98503.53876377278,455.6558084421715,1
39048.5975596089,482.25502330913275,1
144490.42305230108,600.855493112361,1
56154.47248817116,373.2238647594754,0
4863.193286290768,300.0,0
129094.45918143356,538.9680798712078,1
35422.13588140979,396.29422854693456,0
188091.71687058287,707.5535630232957,0
190785.71540051748,647.1494305647202,1
182972.8780440897,664.4844805525205,0
74031.74005108888,576.5997016188896,1
3091.3233057734856,409.8352368175896,0
185663.71251754506,697.5068452155319,1
85636.82966346286,473.55386801701775,1
193330.9638087339,693.8638072205636,1
192723.99541785056,722.2590691995262,1
170601.89109347202,579.8362282750396,1
58889.778413917134,402.33696458243355,0
77019.54572038505,353.9240470081147,0
170227.33430337138,664.4080559630595,1
63384.40103125553,465.6005584446756,1
33898.5493372185,338.80591093647456,0
111360.25249167003,617.1597107807421,1
187230.9548321562,600.9159698841719,1
139205.9593349946,490.54942585739997,1
114012.234017873,541.4915771493443,0
19435.298754153708,401.6964956650367,0
123001.44533983395,647.03855216714,1
198010.77002085265,668.4884842695689,1
28016.803047304806,420.75445610048735,0
103665.93047274735,505.0213527754522,1
175474.6143855911,640.5915907747329,1
148153.7235508409,649.3270433508821,1
139403.1481990536,617.9456691029123,1
140496.81679742187,486.4101041757887,1
71898.23024395104,532.3888814714559,1
58718.368852898675,500.2422189546444,1
161872.23109570274,586.2107001008338,1
162022.67893583616,647.7935698779169,1
173414.46371602075,676.4707386090058,1
182648.11051129425,680.9366469720229,1
102268.47977218757,471.5186503136499,1
100303.25893743992,460.30911579859674,0
159659.03579335503,617.7848273272233,1
129992.78615555303,630.349313466668,1
140393.37545154066,613.4027601787474,1
159158.5338872202,596.0802078492741,1
178001.06836351327,702.3040593659272,1
67599.03137030716,300.0,0
75116.5905279888,519.1591230783038,0
18796.3879681738,300.0,0
115656.02819923479,509.5655999142817,1
7188.454759348417,300.0,0
93119.60362649203,408.55831870972975,1
108528.92694151532,586.7074611257419,0
57308.25042565688,386.55442877260026,1
118166.65211380215,557.1235371314472,1
6100.049987809885,309.3848652428687,0
7469.637749842884,343.5617251330731,0
164520.11213193164,633.6495377274787,1
72038.12828225258,367.09672311319093,0
25412.102530376957,410.60021422758234,0
104448.65201096087,479.271909032243,0
153998.71061972217,514.6025073198592,1
43164.20549936863,360.6415013407825,1
124578.09516380006,639.2017777656588,1
17069.492998753598,385.15229052431675,0
10336.34423372154,300.0,0
106270.92631362959,491.5863903681535,0
108127.0243220213,496.9559455709996,1
127485.9802996413,679.5768396129331,1
145218.2667445323,613.3526606229578,1
195170.41589250692,716.143330616478,1
103260.06966023907,568.3371465623887,1
64591.29458824919,443.5099387180892,0
159037.23895374074,602.5319491582393,1
54166.45025241484,396.551909559731,1
87794.28414112722,471.2924927174106,1
15691.276268453192,329.1492183463159,0
5070.148683091502,353.7980699844018,0
192529.682935585,688.176119019608,1
167196.02410244115,678.350452837817,1
139194.8412187396,573.5466876309642,1
81790.58888285398,468.2992891846734,1
34658.86401416916,300.0,0
31287.408534217207,417.55447755058333,0
50048.57963291906,420.88646781971767,0
109845.3329412241,579.5712724740274,1
142919.18454001247,412.06304638840356,1
132039.47534354625,689.3814329739362,1
55986.77938918857,403.5981810890667,1
190973.05613263883,748.4370812695286,1
147579.3833391537,532.7644110507755,1
110870.81050228013,558.5080553083145,1
122344.14924687045,481.48336470332146,0
83920.01248555798,430.41388732936764,1
49546.19790023149,513.9342770324702,1
71194.53573025232,430.94812741470383,0
151569.22209287382,616.184416576531,1
2878.6977259511737,357.9614592932276,1
23214.528101383246,376.1699694811228,0
9200.528404350549,327.4261911173157,0
8145.760463794028,338.1891810755616,0
171092.11680220143,786.3891687186994,1
140731.57187600475,578.0060159299944,1
94834.76581746504,501.73547443782815,1
19566.832130200295,402.1729280208573,0
98323.17502336646,562.977906024212,1
94694.35415611314,560.6105266458491,1
34640.37398200304,407.60456128575714,1
86770.3298475946,404.96036493136023,1
79700.9468794747,557.4077856970152,1
123170.0196104433,477.5593156397654,1
127018.73017352876,572.1955882613995,1
9060.801954408904,300.0,0
74922.52292529424,445.9967450550089,1
125171.98314284728,570.0697109039035,1
100627.25171601753,520.5359363590514,0
171297.96823766446,667.911181729446,1
131738.72632378901,660.3001287910969,1
32586.88541628594,392.3858289234107,0
14113.74948008597,313.578100842733,0
128483.85564126313,614.8129413798276,1
5302.262108324363,381.97275355212713,0
117155.11625469266,460.65376360116574,1
188046.04828499153,711.9361007609746,1
115094.83557517579,572.2600356890055,1
77633.98524130438,437.4141602810093,1
128657.64368847063,639.8576961756385,1
91650.57809830333,474.2978209746551,1
109123.35786318699,525.7813029346665,0
188292.96175530503,666.2016140535779,1
77220.52756015485,455.3757979751977,1
192238.11276478285,618.6997203158536,1
181070.12839121275,575.7372038267678,1
39158.22695785929,473.98675770921693,1
13872.26017503309,300.0,0
20155.60027548533,300.0,0
3644.3651303099455,300.0,0
18888.59215118568,300.0,0
136601.35468327138,493.8173217620929,0
14237.729692045797,426.99636899227374,0
63795.12605875226,488.17927747806255,1
168975.06219389092,596.6611036771185,1
4654.387147165173,444.4549226149889,0
162893.69651778715,684.6933222550699,1
56370.95495467998,393.2520268988426,0
23632.96552433125,300.0,0
139347.43307283014,716.1514205011048,1
125788.5693559768,468.2027907061378,1
175494.40270541058,552.2648805934077,1
147014.20876077717,655.3826434421327,1
160696.18607696972,767.7775165342958,1
56406.9145142613,495.8701981391537,0
35487.90875594456,404.81036471503074,0
150122.95032817166,635.9311611562605,1
161366.9478534528,673.9388292337239,1
198101.02840013467,741.7377721874752,1
82523.53538228529,481.91855620273316,1
74403.61715855663,455.05930055422584,0
155282.59214839936,606.8095966228274,1
68160.70805060357,391.0835407692066,1
186151.46512071294,655.4624256294194,1
171682.55036860236,541.7876918854816,1
85798.80547500367,465.69723334232236,1
150174.21355829947,541.0329606875439,1
150908.57481693648,535.6017906009267,1
20624.77376718652,352.04319660358175,1
180510.58133591333,744.5412998525027,1
101050.47448957142,557.1999453392816,1
165291.49322154833,536.352950225706,1
64009.92020612235,368.6421522180244,1
179104.6456992401,714.6555626777732,1
77840.33574683263,396.7314278813667,1
2167.530296059672,300.0,0
181076.39528385273,695.1559165091785,1
18257.33535722671,300.0,0
63862.727518082975,434.04798540492357,0
190012.393410161,599.9832571252298,1
190121.42938751122,644.1608001379496,1
114687.57762465722,548.5620712978667,1
126367.44243395985,457.1552608560196,1
89689.10439566395,505.80669306895186,1
58642.154339612905,416.10604074362493,0
65732.90907398319,464.61521541299527,0
134503.69121540769,582.4422304746951,1
150474.905887536,682.7982375735027,1
158315.8087451697,624.1450876492137,1
157923.62855891077,590.0829246503064,1
18241.220609738073,343.82029140141316,0
98884.0609405163,530.3660036232159,0
11511.752003328857,325.95510822619997,0
109905.7764647471,522.2470544017272,1
88306.10027467541,434.49269928094554,0
177540.83655165994,615.3076180502629,1
70183.00251041574,356.20968871284987,1
23413.403285521174,451.8014111622587,0
28598.33641056717,300.0,0
152302.12634349446,563.0299408192345,1
123643.6126632522,504.18278939235256,1
20224.53522455805,394.1445330657826,0
16821.361222999487,315.9457417484773,0
140193.826291824,655.2521769440721,1
14552.601272838705,300.0,1
164372.01185807123,645.4836734495706,1
141248.44543129925,532.3760676670131,1
16269.756128379953,461.2484599231632,1
16967.542817038382,300.0,0
197327.91570023508,713.2450740140918,1
74854.15915122407,487.7349311583741,1
74128.42941337818,473.08480467384624,1
162559.91345150053,614.0025673703385,1
189449.71547677173,671.110188969538,0
197200.2127645742,697.0291138478949,1
150675.63705178833,592.5311540058674,1
75251.91710618316,508.3365812200609,1
16700.143339733753,466.0316667749486,1
155429.38318548736,577.4092592705048,1
111680.84994716101,441.17352111957734,0
84844.40184939526,464.3918807977152,0
181270.87701894718,817.3243142971535,1
22239.49646123027,300.0,0
98525.02085817183,595.3970500429878,1
2270.7289534838137,405.2035067515541,1
93732.12839882525,454.2489622951708,1
11260.65513636747,356.66029502385146,0
23763.583253614383,445.23096389494106,0
23505.249355420976,324.2628342515927,0
129842.06042321271,547.4692992402837,1
149208.97585308464,563.5170968692507,1
116673.75301943193,472.46210219729187,0
192434.5096949084,645.9123666858563,1
74974.11590474081,376.51181580374623,1
57142.417256372144,416.32984260829784,0
173719.82563789206,601.2412574122657,1
44719.167703890525,403.4654901152259,0
192644.50788812226,591.9352770040268,1
2430.894937963268,324.714603808794,0
193975.76534152782,737.963268379591,1
8631.982390115223,300.0,0
178228.62273961422,678.9006396700828,1
105540.22181725997,584.7405831829175,1
198592.95922386006,624.6074573262479,1
14759.312947079772,429.8729691044217,0
110770.85688026415,546.682854322491,1
193860.50712381979,645.4203029021351,1
104619.56883402976,505.89299300859716,1
125879.7276270525,585.2590700054084,1
139149.73779692344,582.8597990785915,1
90908.21295355464,514.1417854538914,1
125511.6160168127,495.7828164488634,1
116862.86238462005,543.8873742114048,1
180231.6020981978,575.6403343820967,1
9089.276068291574,311.50498845566113,0
56192.63791844607,358.15081734900474,1
190082.29681531174,636.0327970752375,1
178052.75677818328,730.2711040689928,1
91131.35055714259,547.7413083499413,0
124026.51956030735,584.6013263750453,1
55476.23659622654,345.4137073120983,0
37624.23194475226,356.2639569078164,1
92739.68098799643,558.2652239747439,1
70670.44560521057,449.84390602881535,1
116731.22237017441,672.6222171392504,1
15546.927392996968,354.6929251496562,1
194878.9615332333,701.2808700558686,1
197242.14889592057,675.937309939691,1
139632.34280394902,587.277139894835,1
107219.27326882408,505.29035635481546,1
61905.52325726555,466.2975671158465,1
162759.00394138973,682.9201468904545,1
136946.23451077586,526.7331013910748,1
32523.38786897826,300.0,0
182185.4368987685,554.1985514113392,1
164507.4485846338,659.4943767840202,1
189959.9826583848,613.7179689463371,1
145143.901677672,461.11436777819506,1
122683.03918715798,568.6807946461738,1
83648.60725812378,616.877185562215,1
186545.69667080266,672.7271386492116,1
173212.77790008168,696.7350022672618,1
9043.734021237882,322.9972295553297,0
5273.394899450401,304.6134106074323,1
75292.67337560991,505.729935730486,0
162110.66615636658,606.8048596614142,1
197455.22586298888,710.9539905702919,1
30083.378220705636,379.4686248131721,1
118826.14307042703,497.5668589222711,1
76178.1713262043,511.8788836246,1
193982.87956292063,677.4681737241167,1
168423.78462714175,591.5028596847129,1
167665.74094222757,667.5220724986793,1
93738.63195899405,433.56918501052587,1
82963.90046753304,467.6186703772138,1
54681.414386141245,408.8156889736303,1
11275.099330185423,387.7039326102655,0
172944.47525101065,674.3708444748185,1
162580.20182601552,623.6587861273224,1
199943.53465722612,748.9530472664694,1
199327.36741478107,782.067187770601,1
111086.3411205255,555.6413006221627,1
153797.4830361021,608.2161232628071,1
188953.1459764856,599.1961180119617,1
169929.4781354823,575.9521364864423,1
49469.62034863953,380.625758435999,0
90108.82706201871,443.64692199448046,1
25831.883030298995,340.44548788147125,0
190810.20545174446,685.0194063973153,1
121234.92689017601,574.2514190417559,1
45728.56110069255,387.2271955178396,1
134340.13688117135,597.8703723919149,1
123625.64809157916,551.1197610717655,1
71632.5436065681,324.73709323190394,1
22711.518439925803,300.0,0
134314.63911855992,559.9840248938228,1
104061.54018075866,435.54139579105083,1
154463.67834712786,644.9230804940279,1
104032.70022239868,599.9104503854192,1
170436.300063708,713.998311229255,1
110381.3677548971,507.95616325398174,0
112187.59430707725,613.8187568251516,1
175330.720531669,659.5814884954648,1
80696.57324247941,441.1679882178765,1
26803.045690128147,316.80193156779995,0
5756.535262667795,300.0,0
151027.4511347238,578.7642931569738,1
124061.91027069293,558.348793883915,1
140815.95361984472,591.2663461026813,1
42592.832301782146,385.36842581276915,0
27274.29511735395,380.76488041948886,1
2908.933133576386,377.25664275433326,0
70117.5117613194,497.2082716491182,1
117983.53737092661,446.873196634859,1
78448.80901994646,303.66234994577565,0
87494.98440474582,531.049163483848,0
180831.7388987497,579.6507558925741,1
69651.09340466007,425.8162626957591,1
102797.89783196215,435.3890141003627,1
156730.6025482286,505.342378841656,1
79308.55646425403,491.1048766207953,1
124417.3400455747,594.3839897093081,1
172472.74174934902,610.3548594550948,1
189904.12473152843,524.3457119343623,1
29414.69618580759,326.0547254764662,0
185317.52503229887,694.1432903887505,1
98423.25861590765,408.1118231053676,1
51648.87765979167,414.2993505063327,0
91827.15124765226,482.7357115449248,1
196006.5150570954,726.770520090256,1
98523.61879857392,504.222059701997,1
65750.32205750165,373.11650766210994,0
126680.17086334515,625.1546318265598,1
48029.12375563861,386.54647312965903,0
15172.665621732784,328.70705887286965,0
25775.944382129845,300.0,0
25609.16779155449,324.62140051161833,0
30380.53870245887,307.67291456330366,0
27765.434529882026,345.15410546435874,0
128174.94896064293,659.0524067298265,1
36376.01687982897,300.0,0
69133.45666477265,341.4532294569408,0
179357.68198120236,746.9855836120213,1
94792.32805257448,477.025235476037,0
133511.54770420544,526.8787310888159,0
34463.974240325966,431.3222297244165,0
38457.803761734154,340.57867513925646,1
8173.723253295772,425.9080293194077,1
33787.01261443291,408.249577509222,1
55718.06780639172,382.1614511240413,0
35402.096855349366,500.24268650662896,1
17740.50675141112,300.0,0
24127.174220120163,392.78007076079876,1
92155.75360654516,502.2690620374798,1
41266.7436811585,460.63796472624495,0
72853.9722096151,539.3986162228414,1
100683.45417097138,503.2871572858887,0
138078.96572587307,530.9528592309752,1
7862.4279682197875,343.32318451278655,0
159882.07978180854,579.1012373784907,1
125580.07789818155,671.9633906479605,1
16351.806389774381,340.895732644513,0
174715.72482135546,627.5121565639845,1
184174.48010636264,679.4297785646198,1
12215.59197097275,300.0,0
55375.529629440745,352.4542169482424,0
161240.25595861228,694.5053463938901,1
149651.93807673166,559.8902194151796,1
36904.203871275466,310.9937487816345,0
41869.86466734206,415.93889448632126,0
74094.4205582764,519.3310903963326,1
96904.59703820427,536.9463927163125,1
123650.9543060592,607.0647697604674,1
73782.72791395448,402.15775051374135,0
92506.94322662958,399.70524644874854,1
149494.1876267513,689.0683943708319,1
7336.64057811958,300.0,1
50487.38886880415,385.92479675030546,0
142669.9171769105,665.0314828647645,1
179041.36753743986,691.4565356389194,1
102335.48842313323,532.0242431711629,1
106422.69705306314,642.7455348001913,1
21434.40226795521,304.25771071310186,1
89482.47336469093,534.6353544142561,1
106523.45329100464,516.4676940758343,1
48494.10072694593,413.1037381856873,0
53848.64618987619,499.40539796450435,0
75456.83262092453,481.3838106192265,1
4014.2395555452736,340.3262438540685,0
64415.83311663566,493.18210647185947,1
42289.60139930893,362.6820390260448,1
65499.47043558293,380.6463608308255,0
23952.42636385024,300.0,1
178105.45614797898,538.2295169333979,1
118718.49071080972,660.8094092180388,1
135820.46382889792,505.4484257144949,1
157834.24772146766,602.3932780277889,1
99688.43978581145,482.76808157828765,1
17384.057617484737,353.2125171035155,0
107421.30836370956,563.786849479777,1
117368.22360417583,586.3648565099363,1
149087.894836866,563.1911433595957,1
86331.90924593588,462.63651566468707,0
25516.060559112753,367.9869181475235,1
56755.18115974489,398.58889474847695,0
72616.45927972702,541.6736531206536,1
129183.44826632025,587.8253936309357,1
114155.66093378238,572.4039890305538,1
71219.34517956925,482.21156647918326,0
197303.04975859594,765.0145309663113,1
121154.96387137743,553.1712212649774,1
47445.3583471989,317.080799817047,0
20356.494524080746,364.69426615332,0
30571.827836866407,322.0622420462231,1
49191.545676901624,366.66609044881784,1
32136.274651911135,399.4543904291279,0
37313.404810261156,448.9237939065404,1
57019.03373876942,415.31436208170254,1
34674.71905895096,387.87941887383977,1
179353.08492528505,760.8390665286845,1
16046.749132328441,346.53868903397097,0
104902.27791405094,665.9055426789255,1
82079.3653979323,498.0893095337572,1
196475.72338172127,587.3056812140935,1
22407.780433610467,390.0160581334929,0
79571.11980914832,482.01174271126337,1
193894.08665507377,765.1733385551123,1
173101.42517879605,686.5937314337896,1
163414.41418985598,618.5214693406855,1
51580.56540898797,329.703236640614,0
34177.517478013164,355.8136395188648,0
133728.6439848862,516.4260607172143,1
185875.19782551716,636.918988662751,0
111352.57860278596,558.0198614708086,1
114322.53789397997,628.8393460490444,1
55995.81873205683,435.6719292534925,0
153898.58663838738,536.0441895546637,1
37408.74971150467,401.4936595162178,1
64735.847280848735,501.26958376043655,1
85087.28772328336,433.5876011874037,0
101522.075736891,495.0031214734069,1
48481.94648301605,397.84518464978396,0
22967.364947840706,300.0,0
122124.00848832652,583.1448430072846,1
57726.11064805115,408.19533237963543,0
116247.64428452245,557.6672352034666,1
30872.543054840462,308.4955554415549,0
96228.0203709635,466.20854272252234,0
106517.88651031717,556.3786544903006,1
10364.70736448538,300.0,0
67320.85563878411,538.2595423515725,1
26882.93538779485,329.78769963871355,1
12674.994094553549,338.83107173422025,0
197992.04647798906,751.9395428683636,1
64470.76899494459,343.8395940139073,1
161974.88917092697,518.3012496230074,1
50928.13095275277,310.3168830312999,0
136300.54444478586,648.3561350952026,1
152045.5719779373,570.9796552023278,1
119127.74812156886,691.7474533832328,1
94315.23771003168,454.77561950062005,1
82368.18282945371,475.8094438507296,1
69773.65330859907,532.0739037712707,1
185905.82884956518,792.1772309886777,1
166123.88155754583,755.9379777132755,1
193005.3821333025,758.5127381021936,1
24859.444697108946,411.1626409429057,0
146173.49504072886,627.8986070335287,1
187668.09136420756,722.0378472984133,1
36246.61323313203,339.4220834865521,0
13299.253473355498,300.0,0
148224.12985801182,596.2457922713664,1
114894.62263598238,519.578167920469,1
168365.7553516544,609.5378277436723,1
27954.4753252579,397.69219749791876,1
159053.46237197804,675.4252372581868,1
40325.46400954891,385.9553411966087,0
32731.188573140902,454.1141820095975,0
32853.15958619859,300.0,1
162914.94404627642,614.2103205357698,1
133039.44413924002,523.0695490423117,1
104613.08495382387,397.23397288326413,1
71766.0968247005,438.571352498839,1
175440.10816262165,643.5753658222462,1
78489.02148452708,547.785027563582,1
163319.8878943154,664.4884768619175,1
87826.98171404368,414.20275396833506,1
75388.88588498152,562.0233257500144,1
92535.95713392129,558.3339359993637,1
60275.57483282842,455.4770118737738,1
149521.87603525023,585.4547061395106,1
100544.07801849583,443.5218018335829,1
46442.53902936346,370.5526714944637,0
179914.9146549137,725.1547464920786,1
76778.24427464229,566.6316669053612,1
108710.57222279772,610.0157561419268,0
181294.42219290938,633.2578790786422,1
124847.59918279843,482.5181523682562,0
23379.608141672816,355.21239109801786,1
187966.42472269502,569.826487511619,1
125541.61061428358,570.473284079654,1
66981.12293141722,425.1060906849143,1
27854.414532677452,327.74663895326034,1
158805.0378540592,521.9278916721107,1
124014.5511857027,578.8451087655884,1
106692.21839526431,481.42238641081394,1
178778.51661019152,587.3620230777658,1
157719.44224490615,443.10315169291346,1
30334.975946550236,359.0190575900623,0
62344.41355910965,531.023922918404,1
49697.82796289315,499.0712087986585,0
148789.25851453538,570.1527416338945,1
6706.486947155876,300.0,0
113977.9369742633,556.082329313028,1
152491.7371481381,545.0803479449787,1
175353.1273523499,668.8137686938678,1
68416.34974318149,482.7975161894444,0
164251.46093440257,702.1189153018635,1
22126.347391041447,338.24345019328575,1
169290.45834690364,626.3604916831893,1
25497.732466396483,300.0,0
79457.45811207345,409.3020949817553,0
159459.07315591074,605.3294127977299,1
29983.485469754756,382.0089013484802,0
45850.279046528296,446.5156356670516,0
144450.51367861326,540.7102903164057,1
144007.30730921487,677.5759287560011,1
128229.52657705946,540.1916370915648,1
138789.68889342,576.2973401259338,1
108544.88866951923,472.2570765901691,0
50359.81178139055,300.0,0
69139.19870078389,491.32112118323073,0
36319.54336028513,416.84972054611626,0
181690.11226672566,646.5005711063586,1
116678.35895322409,537.3761609399405,1
80170.28335272797,491.2969197677019,1
